id,name,acronym,red,green,blue,structure_order,parent_id,parent_acronym,collapse
633,commissure of the inferior colliculus,cic,204,204,204,101200,948,8cn,
482,brachium of the inferior colliculus,bic,204,204,204,101300,948,8cn,
808,glossopharyngeal nerve,9n,204,204,204,101400,967,cm,
917,vagus nerve,10n,204,204,204,101500,967,cm,
237,solitary tract,sol,204,204,204,101600,917,10n,
813,hypoglossal nerve,12n,204,204,204,101800,967,cm,
792,dorsal roots,drt,204,204,204,102000,967,cm,
932,cervicothalamic tract,cett,204,204,204,102100,792,drt,
514,dorsal column,dc,204,204,204,102600,932,cett,
380,cuneate fascicle,cf,204,204,204,102700,514,dc,
388,gracile fasciculus,gr,204,204,204,102800,514,dc,
697,medial lemniscus,ml,204,204,204,103000,932,cett,
871,spinothalamic tract,sst,204,204,204,103100,967,cm,
293,vestibulospinal tract,vesp,204,204,204,103700,871,sst,
960,cerebellum related fiber tracts,cbf,204,204,204,104200,1009,fiber_tracts,
744,cerebellar commissure,cbc,204,204,204,104300,960,cbf,
752,cerebellar peduncles,cbp,204,204,204,104400,960,cbf,
326,superior cerebellar peduncle,scp,204,204,204,104500,752,cbp,
812,decussation of the superior cerebellar peduncle,xscp,204,204,204,104600,326,scp,
85,ventral spinocerebellar tract,vsct,204,204,204,104700,812,xscp,
850,uncinate fasciculus of the cerebellum,un,204,204,204,104800,326,scp,
866,ventral spinocerebellar tract-,vsc,204,204,204,104900,326,scp,
78,middle cerebellar peduncle,mcp,204,204,204,105000,752,cbp,
2167,transverse fibers of the pons,tfp,204,204,204,105010,78,mcp,
1123,inferior cerebellar peduncle,icp,204,204,204,105100,752,cbp,
553,dorsal spinocerebellar tract,dsc,204,204,204,105200,1123,icp,
490,bulbocerebellar tract,bct,204,204,204,105500,1123,icp,
404,olivocerebellar tract,oc,204,204,204,105600,490,bct,
2275,cerebellar white matter,cbw,204,204,204,105810,967,cm,
728,middle cerebellar peduncle- ,mcep,204,204,204,105900,960,cbf,
983,lateral forebrain bundle system,lfbs,204,204,204,106000,1009,fiber_tracts,
776,corpus callosum,cc,204,204,204,106100,983,lfbs,
956,forceps minor of the corpus callosum,fmi,204,204,204,106200,776,cc,
579,external capsule,ec,204,204,204,106300,956,fmi,
1108,genu of the corpus callosum,gcc,204,204,204,106500,776,cc,
971,forceps major of the corpus callosum,fmj,204,204,204,106600,776,cc,
986,splenium of the corpus callosum,scc,204,204,204,106800,776,cc,
784,corticospinal tract,cst,204,204,204,106900,983,lfbs,
6,internal capsule,ic,204,204,204,107000,784,cst,
924,cerebral peduncle,cp,204,204,204,107100,784,cst,
190,pyramidal tract,py,204,204,204,107600,784,cst,
198,pyramidal decussation,pyx,204,204,204,107700,784,cst,
2169,longitudinal fasciculus of the pons,lfp,204,204,204,107910,784,cst,
896,thalamus related,lfbst,204,204,204,108000,983,lfbs,
1092,External medullary lamina,eml,204,204,204,108100,896,lfbst,
14,internal medullary lamina,iml,204,204,204,108200,896,lfbst,
2109,superior thalamic radiation,str,204,204,204,108210,896,lfbst,
1000,extrapyramidal fiber systems,eps,204,204,204,108500,1009,fiber_tracts,
760,cerebral nuclei related,epsc,204,204,204,108600,1000,eps,
102,nigrostriatal bundle,ns,204,204,204,108800,760,epsc,
877,tectospinal tract,ts,204,204,204,109300,1000,eps,
1060,dorsal tegmental decussation,dtgx,204,204,204,109500,877,ts,
863,rubrospinal tract,rs,204,204,204,109700,1000,eps,
397,ventral tegmental decussation,vtgx,204,204,204,109800,863,rs,
941,vestibulomesencephalic tract,veme,204,204,204,110400,1000,eps,
991,medial forebrain bundle system,mfbs,204,204,204,110500,1009,fiber_tracts,
768,cerebrum related,mfbc,204,204,204,110600,991,mfbs,
908,"anterior commissure, posterior limb",acp,204,204,204,110900,768,mfbc,
940,cingulum,cg,204,204,204,111000,768,mfbc,
1099,fornix system,fxs,204,204,204,111100,768,mfbc,
466,alveus of the hippocampus,alv,204,204,204,111200,1099,fxs,
530,dorsal fornix,df,204,204,204,111300,1099,fxs,
603,fimbria of the hippocampus,fi,204,204,204,111400,1099,fxs,
737,postcommissural fornix,fxpo,204,204,204,111700,1099,fxs,
436,fornix,f,204,204,204,111900,737,fxpo,
618,hippocampal commissures,hc,204,204,204,112000,1099,fxs,
443,dorsal hippocampal commissure,dhc,204,204,204,112100,618,hc,
449,ventral hippocampal commissure,vhc,204,204,204,112200,618,hc,
37,longitudinal association bundle,lab,204,204,204,112500,768,mfbc,
301,stria terminalis,st,204,204,204,112600,768,mfbc,
2394,commissural stria terminalis,cmst,204,204,204,112610,301,st,
824,hypothalamus related,mfsbshy,204,204,204,112700,991,mfbs,
54,medial forebrain bundle,mfb,204,204,204,112800,824,mfsbshy,
341,retromammillary decussation,rmx,204,204,204,113600,824,mfsbshy,
46,mammillary related,mfbsma,204,204,204,114300,824,mfsbshy,
753,principal mammillary tract,pm,204,204,204,114400,46,mfbsma,
690,mammilothalmic tract,mt,204,204,204,114500,46,mfbsma,
681,mammillotegmental tract,mtg,204,204,204,114600,46,mfbsma,
673,mammillary peduncle,mp,204,204,204,114700,46,mfbsma,
1083,epithalamus related,mfbse,204,204,204,115000,824,mfsbshy,
802,stria medullaris,sm,204,204,204,115100,1083,mfbse,
595,fasciculus retroflexus,fr,204,204,204,115200,1083,mfbse,
611,habenular commissure,hbc,204,204,204,115300,1083,mfbse,
73,ventricular systems,VS,170,170,170,115800,997,root,
81,lateral ventricle,LV,170,170,170,115900,73,VS,
98,ependymal and subendymal layer/olfacotry ventricle,E/OV,170,170,170,116100,81,LV,
108,choroid plexus,chp,170,170,170,116200,81,LV,
124,interventricular foramen,IVF,170,170,170,116400,73,VS,
129,3rd Ventricle,3V,170,170,170,116500,73,VS,
2373,dorsal third ventricle,D3V,170,170,170,116510,129,3V,
140,aqueduct,Aq,170,170,170,116600,73,VS,
145,4th Ventricle,4V,170,170,170,116700,73,VS,
2219,superior medullary velum,SMV,170,170,170,116710,145,4V,
153,lateral recess of the 4th ventricle,LR4V,170,170,170,116800,145,4V,
164,central canal,CC,170,170,170,116900,73,VS,
1024,grooves,grv,170,170,170,117000,997,root,
1032,grooves of the cerebral cortex,grv_of_CTX,170,170,170,117100,1024,grv,
1063,hippocampal fissure,hif,170,170,170,117300,1032,grv_of_CTX,
1071,rhinal fissure,rf,170,170,170,117400,1032,grv_of_CTX,
1040,grooves of the cerebellar cortex,grv_of_CBX,170,170,170,117600,1024,grv,
1087,precentral fissure,pcn,170,170,170,117700,1040,grv_of_CBX,
1095,preculminate,pcuf,170,170,170,117800,1040,grv_of_CBX,
1103,primary fissure,prf,170,170,170,117900,1040,grv_of_CBX,
1112,post superior fissure,psf,170,170,170,118000,1040,grv_of_CBX,
1119,prepyramidal fissure,ppf,170,170,170,118100,1040,grv_of_CBX,
3,secondary fissure,sf,170,170,170,118200,1040,grv_of_CBX,
11,posterolateral fissure,plf,170,170,170,118300,1040,grv_of_CBX,
34,intercrural fissure,icf,170,170,170,118600,1040,grv_of_CBX,
43,ansoparamedian fissure,apmf,170,170,170,118700,1040,grv_of_CBX,
65,parafloccular sulcus,pfs,170,170,170,119000,1040,grv_of_CBX,
624,Interpeduncular fossa,IPF,170,170,170,119100,1024,grv,
